#   DATAFILE=03_18_GlassyCarbon.dat
#   DATE=Fri Mar 20 02:57:44 2015
#   COMMENT=GlassyCarbon_S2
#   SpecCommand=flyScan  ar 17.8217 17.8206 14.5895 2e-05  26.2812 875 -0.1 200 1 100 1
#   SpecComment=GlassyCarbon_S2
#   Wavelength=0.72932
#   SlitLength=0.027076
#   NumberOfSteps=100
#   SDDistance=875
#   Wname=DSM_Int
#   Units=Arbitrary
#   BlankComment=Air_Blank
#   BlankFolder=
#   Kfactor=3.7626e-11
#   SampleTransmission=0.90746
#   SampleTransmissionPeakToPeak=0.92758
#   UseMSAXSCorrection=0
#   UsePinTransmission=1
#   pinDiodeTransmission=0.90746
#   MSAXSCorrection=0.9783
#   SampleThickness=1.16
#   Statistical error=Standard deviation
#   DataDesmeared=yes
#   DataFolderName=root:USAXS:GlassyCarbon_T:
#   IntensityWaveName=SMR_Int
#   QWavename=SMR_Qvec
#   ErrorWaveName=SMR_Error
#   BackgroundFunction=PowerLaw w flat
#   NumberOfIterations=4
#   BckgExtrapolationStartQ=0.51065
#   DataSmoothedBeforeDesmearing=No
#   DataSmoothedAfterDesmearing=No
#   Exported=Mon, Jun 15, 2015 10:35:11 AM
DSM_Qvec	DSM_Int	DSM_Error
0.001462204642584477	102.5215847885552	24.60747300320024
0.001469663644010248	103.5005697922126	39.53894571193834
0.001473396215085805	106.9550552022216	44.69586248219397
0.001477130629744019	109.0850906178357	45.26759386225378
0.001480866888895161	104.6953521909851	44.59633842022019
0.001484604993450296	100.0178149107897	43.87190915660756
0.001488344944321299	99.42636892709527	43.60229556270468
0.001492086742419771	102.8718641890079	43.54572139307722
0.001495830388658117	102.6479663404804	42.35289127634523
0.001501449556577867	98.1232422138155	38.17670043382511
0.001507072425343396	105.8708010968754	30.93560613453352
0.001510823473274104	112.2950615923542	23.18324172677494
0.001516453751045256	132.9209944153972	17.36981279666132
0.001522087736979056	129.4037744739066	13.79651403140256
0.00152584620123666	133.1472940739012	11.76706560621248
0.001531487610824373	129.7137313118567	10.81625012315901
0.001537132735906826	125.1302331352618	10.66236362587757
0.001542782508798452	128.0532684343605	10.93512988686129
0.001548436002692634	133.5799682839454	11.05132135452939
0.001554094151286301	127.5352464654554	10.58867239440494
0.001561644561043294	124.7967811736709	9.833811464009715
0.001567312030536749	120.8201355103593	9.501075267946462
0.001572984166236649	116.9902471595352	9.93643512708292
0.001580553240823426	115.0128697081649	10.70813743718302
0.001588129794254863	123.4459987421528	10.92694715740986
